Table,Column/Variable Name,Column Type,Description 1,Description 2,Description 3,Description 4,Description 5
T1,T1_est138,Detail,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 80% but less than or equal to 100% of HAMFI,"American Indian or Alaska Native alone, non-Hispanic",
T1,T1_est139,Detail,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 80% but less than or equal to 100% of HAMFI,"Pacific Islander alone, non-Hispanic",
T1,T1_est140,Detail,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 80% but less than or equal to 100% of HAMFI,"Hispanic, any race",
T1,T1_est141,Subtotal,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 100% of HAMFI,All,
T1,T1_est142,Detail,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 100% of HAMFI,"White alone, non-Hispanic",
T1,T1_est143,Detail,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 100% of HAMFI,"Black or African-American alone, non-Hispanic",
T1,T1_est144,Detail,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 100% of HAMFI,"Asian alone, non-Hispanic",
T1,T1_est145,Detail,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 100% of HAMFI,"American Indian or Alaska Native alone, non-Hispanic",
T1,T1_est146,Detail,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 100% of HAMFI,"Pacific Islander alone, non-Hispanic",
T1,T1_est147,Detail,Renter occupied,"has none of the 4 housing problems OR cost burden not computed, none of the other 3 housing problems",greater than 100% of HAMFI,"Hispanic, any race",
T1,T1_moe1,MOE,Margin of error for estimate T1_est1,,,,
T1,T1_moe2,MOE,Margin of error for estimate T1_est2,,,,
T1,T1_moe3,MOE,Margin of error for estimate T1_est3,,,,
T1,T1_moe4,MOE,Margin of error for estimate T1_est4,,,,
T1,T1_moe5,MOE,Margin of error for estimate T1_est5,,,,
T1,T1_moe6,MOE,Margin of error for estimate T1_est6,,,,
T1,T1_moe7,MOE,Margin of error for estimate T1_est7,,,,
T1,T1_moe8,MOE,Margin of error for estimate T1_est8,,,,
T1,T1_moe9,MOE,Margin of error for estimate T1_est9,,,,
T1,T1_moe10,MOE,Margin of error for estimate T1_est10,,,,
T1,T1_moe11,MOE,Margin of error for estimate T1_est11,,,,
T1,T1_moe12,MOE,Margin of error for estimate T1_est12,,,,
T1,T1_moe13,MOE,Margin of error for estimate T1_est13,,,,
T1,T1_moe14,MOE,Margin of error for estimate T1_est14,,,,
T1,T1_moe15,MOE,Margin of error for estimate T1_est15,,,,
T1,T1_moe16,MOE,Margin of error for estimate T1_est16,,,,
T1,T1_moe17,MOE,Margin of error for estimate T1_est17,,,,
T1,T1_moe18,MOE,Margin of error for estimate T1_est18,,,,
T1,T1_moe19,MOE,Margin of error for estimate T1_est19,,,,
T1,T1_moe20,MOE,Margin of error for estimate T1_est20,,,,
T1,T1_moe21,MOE,Margin of error for estimate T1_est21,,,,
T1,T1_moe22,MOE,Margin of error for estimate T1_est22,,,,
T1,T1_moe23,MOE,Margin of error for estimate T1_est23,,,,
T1,T1_moe24,MOE,Margin of error for estimate T1_est24,,,,
T1,T1_moe25,MOE,Margin of error for estimate T1_est25,,,,
T1,T1_moe26,MOE,Margin of error for estimate T1_est26,,,,
T1,T1_moe27,MOE,Margin of error for estimate T1_est27,,,,
T1,T1_moe28,MOE,Margin of error for estimate T1_est28,,,,
T1,T1_moe29,MOE,Margin of error for estimate T1_est29,,,,
T1,T1_moe30,MOE,Margin of error for estimate T1_est30,,,,
T1,T1_moe31,MOE,Margin of error for estimate T1_est31,,,,
T1,T1_moe32,MOE,Margin of error for estimate T1_est32,,,,
T1,T1_moe33,MOE,Margin of error for estimate T1_est33,,,,
T1,T1_moe34,MOE,Margin of error for estimate T1_est34,,,,
T1,T1_moe35,MOE,Margin of error for estimate T1_est35,,,,
T1,T1_moe36,MOE,Margin of error for estimate T1_est36,,,,
T1,T1_moe37,MOE,Margin of error for estimate T1_est37,,,,
T1,T1_moe38,MOE,Margin of error for estimate T1_est38,,,,
T1,T1_moe39,MOE,Margin of error for estimate T1_est39,,,,
T1,T1_moe40,MOE,Margin of error for estimate T1_est40,,,,
T1,T1_moe41,MOE,Margin of error for estimate T1_est41,,,,
T1,T1_moe42,MOE,Margin of error for estimate T1_est42,,,,
T1,T1_moe43,MOE,Margin of error for estimate T1_est43,,,,
T1,T1_moe44,MOE,Margin of error for estimate T1_est44,,,,
T1,T1_moe45,MOE,Margin of error for estimate T1_est45,,,,
T1,T1_moe46,MOE,Margin of error for estimate T1_est46,,,,
T1,T1_moe47,MOE,Margin of error for estimate T1_est47,,,,
T1,T1_moe48,MOE,Margin of error for estimate T1_est48,,,,
T1,T1_moe49,MOE,Margin of error for estimate T1_est49,,,,
T1,T1_moe50,MOE,Margin of error for estimate T1_est50,,,,
T1,T1_moe51,MOE,Margin of error for estimate T1_est51,,,,
T1,T1_moe52,MOE,Margin of error for estimate T1_est52,,,,
T1,T1_moe53,MOE,Margin of error for estimate T1_est53,,,,
T1,T1_moe54,MOE,Margin of error for estimate T1_est54,,,,
T1,T1_moe55,MOE,Margin of error for estimate T1_est55,,,,
T1,T1_moe56,MOE,Margin of error for estimate T1_est56,,,,
T1,T1_moe57,MOE,Margin of error for estimate T1_est57,,,,
T1,T1_moe58,MOE,Margin of error for estimate T1_est58,,,,
T1,T1_moe59,MOE,Margin of error for estimate T1_est59,,,,
T1,T1_moe60,MOE,Margin of error for estimate T1_est60,,,,
T1,T1_moe61,MOE,Margin of error for estimate T1_est61,,,,
T1,T1_moe62,MOE,Margin of error for estimate T1_est62,,,,
T1,T1_moe63,MOE,Margin of error for estimate T1_est63,,,,
T1,T1_moe64,MOE,Margin of error for estimate T1_est64,,,,
T1,T1_moe65,MOE,Margin of error for estimate T1_est65,,,,
T1,T1_moe66,MOE,Margin of error for estimate T1_est66,,,,
T1,T1_moe67,MOE,Margin of error for estimate T1_est67,,,,
T1,T1_moe68,MOE,Margin of error for estimate T1_est68,,,,
T1,T1_moe69,MOE,Margin of error for estimate T1_est69,,,,
T1,T1_moe70,MOE,Margin of error for estimate T1_est70,,,,
T1,T1_moe71,MOE,Margin of error for estimate T1_est71,,,,
T1,T1_moe72,MOE,Margin of error for estimate T1_est72,,,,
T1,T1_moe73,MOE,Margin of error for estimate T1_est73,,,,
T1,T1_moe74,MOE,Margin of error for estimate T1_est74,,,,
T1,T1_moe75,MOE,Margin of error for estimate T1_est75,,,,
T1,T1_moe76,MOE,Margin of error for estimate T1_est76,,,,
T1,T1_moe77,MOE,Margin of error for estimate T1_est77,,,,
T1,T1_moe78,MOE,Margin of error for estimate T1_est78,,,,
T1,T1_moe79,MOE,Margin of error for estimate T1_est79,,,,
T1,T1_moe80,MOE,Margin of error for estimate T1_est80,,,,
T1,T1_moe81,MOE,Margin of error for estimate T1_est81,,,,
T1,T1_moe82,MOE,Margin of error for estimate T1_est82,,,,
T1,T1_moe83,MOE,Margin of error for estimate T1_est83,,,,
T1,T1_moe84,MOE,Margin of error for estimate T1_est84,,,,
T1,T1_moe85,MOE,Margin of error for estimate T1_est85,,,,
T1,T1_moe86,MOE,Margin of error for estimate T1_est86,,,,
T1,T1_moe87,MOE,Margin of error for estimate T1_est87,,,,
T1,T1_moe88,MOE,Margin of error for estimate T1_est88,,,,
T1,T1_moe89,MOE,Margin of error for estimate T1_est89,,,,
T1,T1_moe90,MOE,Margin of error for estimate T1_est90,,,,
T1,T1_moe91,MOE,Margin of error for estimate T1_est91,,,,
T1,T1_moe92,MOE,Margin of error for estimate T1_est92,,,,
T1,T1_moe93,MOE,Margin of error for estimate T1_est93,,,,
T1,T1_moe94,MOE,Margin of error for estimate T1_est94,,,,
T1,T1_moe95,MOE,Margin of error for estimate T1_est95,,,,
T1,T1_moe96,MOE,Margin of error for estimate T1_est96,,,,
T1,T1_moe97,MOE,Margin of error for estimate T1_est97,,,,
T1,T1_moe98,MOE,Margin of error for estimate T1_est98,,,,
T1,T1_moe99,MOE,Margin of error for estimate T1_est99,,,,
T1,T1_moe100,MOE,Margin of error for estimate T1_est100,,,,
T1,T1_moe101,MOE,Margin of error for estimate T1_est101,,,,
T1,T1_moe102,MOE,Margin of error for estimate T1_est102,,,,
T1,T1_moe103,MOE,Margin of error for estimate T1_est103,,,,
T1,T1_moe104,MOE,Margin of error for estimate T1_est104,,,,
T1,T1_moe105,MOE,Margin of error for estimate T1_est105,,,,
T1,T1_moe106,MOE,Margin of error for estimate T1_est106,,,,
T1,T1_moe107,MOE,Margin of error for estimate T1_est107,,,,
T1,T1_moe108,MOE,Margin of error for estimate T1_est108,,,,
T1,T1_moe109,MOE,Margin of error for estimate T1_est109,,,,
T1,T1_moe110,MOE,Margin of error for estimate T1_est110,,,,
T1,T1_moe111,MOE,Margin of error for estimate T1_est111,,,,
T1,T1_moe112,MOE,Margin of error for estimate T1_est112,,,,
T1,T1_moe113,MOE,Margin of error for estimate T1_est113,,,,
T1,T1_moe114,MOE,Margin of error for estimate T1_est114,,,,
T1,T1_moe115,MOE,Margin of error for estimate T1_est115,,,,
T1,T1_moe116,MOE,Margin of error for estimate T1_est116,,,,
T1,T1_moe117,MOE,Margin of error for estimate T1_est117,,,,
T1,T1_moe118,MOE,Margin of error for estimate T1_est118,,,,
T1,T1_moe119,MOE,Margin of error for estimate T1_est119,,,,
T1,T1_moe120,MOE,Margin of error for estimate T1_est120,,,,
T1,T1_moe121,MOE,Margin of error for estimate T1_est121,,,,
T1,T1_moe122,MOE,Margin of error for estimate T1_est122,,,,
T1,T1_moe123,MOE,Margin of error for estimate T1_est123,,,,
T1,T1_moe124,MOE,Margin of error for estimate T1_est124,,,,
T1,T1_moe125,MOE,Margin of error for estimate T1_est125,,,,
T1,T1_moe126,MOE,Margin of error for estimate T1_est126,,,,
T1,T1_moe127,MOE,Margin of error for estimate T1_est127,,,,
T1,T1_moe128,MOE,Margin of error for estimate T1_est128,,,,
T1,T1_moe129,MOE,Margin of error for estimate T1_est129,,,,
T1,T1_moe130,MOE,Margin of error for estimate T1_est130,,,,
T1,T1_moe131,MOE,Margin of error for estimate T1_est131,,,,
T1,T1_moe132,MOE,Margin of error for estimate T1_est132,,,,
T1,T1_moe133,MOE,Margin of error for estimate T1_est133,,,,
T1,T1_moe134,MOE,Margin of error for estimate T1_est134,,,,
T1,T1_moe135,MOE,Margin of error for estimate T1_est135,,,,
T1,T1_moe136,MOE,Margin of error for estimate T1_est136,,,,
T1,T1_moe137,MOE,Margin of error for estimate T1_est137,,,,
T1,T1_moe138,MOE,Margin of error for estimate T1_est138,,,,
T1,T1_moe139,MOE,Margin of error for estimate T1_est139,,,,
T1,T1_moe140,MOE,Margin of error for estimate T1_est140,,,,
T1,T1_moe141,MOE,Margin of error for estimate T1_est141,,,,
T1,T1_moe142,MOE,Margin of error for estimate T1_est142,,,,
T1,T1_moe143,MOE,Margin of error for estimate T1_est143,,,,
T1,T1_moe144,MOE,Margin of error for estimate T1_est144,,,,
T1,T1_moe145,MOE,Margin of error for estimate T1_est145,,,,
T1,T1_moe146,MOE,Margin of error for estimate T1_est146,,,,
T1,T1_moe147,MOE,Margin of error for estimate T1_est147,,,,
T2,T2_est1,Total,Total: Occupied housing units,All,All,All,
T2,T2_est2,Subtotal,Owner occupied,All,All,All,
T2,T2_est3,Subtotal,Owner occupied,"has 1 or more of the 4 severe housing problems (lacks kitchen or plumbing, more than 1 person per room, or cost burden greater than 50%)",All,All,
T2,T2_est4,Subtotal,Owner occupied,"has 1 or more of the 4 severe housing problems (lacks kitchen or plumbing, more than 1 person per room, or cost burden greater than 50%)",less than or equal to 30% of HAMFI,All,
T2,T2_est5,Detail,Owner occupied,"has 1 or more of the 4 severe housing problems (lacks kitchen or plumbing, more than 1 person per room, or cost burden greater than 50%)",less than or equal to 30% of HAMFI,"White alone, non-Hispanic",
T2,T2_est6,Detail,Owner occupied,"has 1 or more of the 4 severe housing problems (lacks kitchen or plumbing, more than 1 person per room, or cost burden greater than 50%)",less than or equal to 30% of HAMFI,"Black or African-American alone, non-Hispanic",
T2,T2_est7,Detail,Owner occupied,"has 1 or more of the 4 severe housing problems (lacks kitchen or plumbing, more than 1 person per room, or cost burden greater than 50%)",less than or equal to 30% of HAMFI,"Asian alone, non-Hispanic",
T2,T2_est8,Detail,Owner occupied,"has 1 or more of the 4 severe housing problems (lacks kitchen or plumbing, more than 1 person per room, or cost burden greater than 50%)",less than or equal to 30% of HAMFI,"American Indian or Alaska Native alone, non-Hispanic",
T2,T2_est9,Detail,Owner occupied,"has 1 or more of the 4 severe housing problems (lacks kitchen or plumbing, more than 1 person per room, or cost burden greater than 50%)",less than or equal to 30% of HAMFI,"Pacific Islander alone, non-Hispanic",
